01/02/2010 09:06:31,PC-3778,http://opendns.com/Hurricane_Irene_1999/batabano/1952_Jvagre_Bylzcvpf1145977661.aspx,WWW Visit
01/02/2010 09:07:09,PC-3778,http://groupon.com/Ambondro_mahabo/australosphenidans/ubyvqnlf1161195133.jsp,WWW Visit
01/02/2010 09:09:52,PC-3778,http://download.com/Hubert_Walter/valoignes/Wnzrf_Arfovgg381010126.htm,WWW Visit
01/02/2010 09:15:11,PC-3778,http://earthlink.net/Donald_Bradman_with_the_Australian_cricket_team_in_England_in_1948/7257/ubyvqnlf449304634.aspx,WWW Visit
01/02/2010 09:15:13,PC-3778,http://citysearch.com/Montreal_Screwjob/hebner/fhcreobjy583682739.aspx,WWW Visit
01/02/2010 09:15:35,PC-3778,http://opendns.com/Hurricane_Irene_1999/batabano/1952_Jvagre_Bylzcvpf1145977661.aspx,WWW Visit
01/02/2010 09:16:29,PC-3778,http://opendns.com/Hurricane_Irene_1999/batabano/1952_Jvagre_Bylzcvpf1145977661.aspx,WWW Visit
01/02/2010 09:16:58,PC-3778,http://washingtonpost.com/Distributed_element_filter/stubs/Pncgnva_Fpneyrg_naq_gur_Zlfgrebaf246156398.html,WWW Visit
01/02/2010 09:17:41,PC-3778,http://opendns.com/Hurricane_Irene_1999/batabano/1952_Jvagre_Bylzcvpf1145977661.aspx,WWW Visit
01/02/2010 09:18:48,PC-3778,http://opendns.com/Hurricane_Irene_1999/batabano/1952_Jvagre_Bylzcvpf1145977661.aspx,WWW Visit
01/02/2010 09:38:36,PC-3778,http://cnn.com/Blackbeard/briganteen/fhcreobjy476350351.jsp,WWW Visit
01/02/2010 09:39:58,PC-3778,http://surveymonkey.com/Quietly_Confident_Quartet/seredin/ubyvqnlf841017940.html,WWW Visit
01/02/2010 10:17:50,PC-3778,http://inbox.com/Planet_Stories/syrtis/Wnzrf_Arfovgg1554000410.asp,WWW Visit
01/02/2010 10:18:36,PC-3778,http://usps.com/Suillus_spraguei/suillus/1952_Jvagre_Bylzcvpf1593145630.php,WWW Visit
01/02/2010 10:33:11,PC-3778,http://citysearch.com/Montreal_Screwjob/hebner/fhcreobjy583682739.aspx,WWW Visit
01/02/2010 10:33:51,PC-3778,http://citysearch.com/Montreal_Screwjob/hebner/fhcreobjy583682739.aspx,WWW Visit
01/02/2010 10:35:08,PC-3778,http://yahoo.com/Maiden_Castle_Dorset/dunium/Wnzrf_Arjynaq1246378003.html,WWW Visit
01/02/2010 10:42:37,PC-3778,http://blogspot.com/On_the_Origin_of_Species/mivart/Wnzrf_Arfovgg60887362.htm,WWW Visit
01/02/2010 11:05:42,PC-3778,http://cnn.com/Blackbeard/briganteen/fhcreobjy476350351.jsp,WWW Visit
01/02/2010 11:06:46,PC-3778,http://washingtonpost.com/Distributed_element_filter/stubs/Pncgnva_Fpneyrg_naq_gur_Zlfgrebaf246156398.html,WWW Visit
01/02/2010 11:12:38,PC-3778,http://edmunds.com/RomanPersian_Wars/parthian/Wnzrf_Arfovgg1195322042.php,WWW Visit
01/02/2010 11:13:03,PC-3778,http://download.com/Hubert_Walter/valoignes/Wnzrf_Arfovgg381010126.htm,WWW Visit
01/02/2010 11:17:05,PC-3778,http://download.com/Hubert_Walter/valoignes/Wnzrf_Arfovgg381010126.htm,WWW Visit
01/02/2010 11:17:27,PC-3778,http://wikipedia.org/1995_Pacific_hurricane_season/dalila/Wnzrf_Arfovgg1881842779.htm,WWW Visit
01/02/2010 11:18:08,PC-3778,http://wikipedia.org/1995_Pacific_hurricane_season/dalila/Wnzrf_Arfovgg1881842779.htm,WWW Visit
01/02/2010 11:20:39,PC-3778,http://paypal.com/Tropical_Storm_Barry_2001/hurlburt/Wnzrf_Arfovgg209716054.aspx,WWW Visit
01/02/2010 11:33:13,PC-3778,http://paypal.com/Tropical_Storm_Barry_2001/hurlburt/Wnzrf_Arfovgg209716054.aspx,WWW Visit
01/02/2010 11:34:35,PC-3778,http://topix.com/Interstate_80_Business_West_Wendover_Nevada__Wendover_Utah/13840/Wnzrf_Arfovgg1639912695.asp,WWW Visit
01/02/2010 11:37:35,PC-3778,http://paypal.com/Tropical_Storm_Barry_2001/hurlburt/Wnzrf_Arfovgg209716054.aspx,WWW Visit
01/02/2010 11:37:59,PC-3778,http://download.com/Hubert_Walter/valoignes/Wnzrf_Arfovgg381010126.htm,WWW Visit
01/02/2010 11:39:23,PC-3778,http://paypal.com/Tropical_Storm_Barry_2001/hurlburt/Wnzrf_Arfovgg209716054.aspx,WWW Visit
01/02/2010 11:40:27,PC-3778,http://wikipedia.org/1995_Pacific_hurricane_season/dalila/Wnzrf_Arfovgg1881842779.htm,WWW Visit
01/02/2010 11:43:01,PC-3778,http://scribd.com/Dwarf_planet/yg/Wnzrf_Arfovgg238356112.jsp,WWW Visit
01/02/2010 11:43:27,PC-3778,http://opendns.com/Hurricane_Irene_1999/batabano/1952_Jvagre_Bylzcvpf1145977661.aspx,WWW Visit
01/02/2010 11:46:04,PC-3778,http://usps.com/Suillus_spraguei/suillus/1952_Jvagre_Bylzcvpf1593145630.php,WWW Visit
01/02/2010 11:47:52,PC-3778,http://download.com/Hubert_Walter/valoignes/Wnzrf_Arfovgg381010126.htm,WWW Visit
01/02/2010 11:47:56,PC-3778,http://yahoo.com/Maiden_Castle_Dorset/dunium/Wnzrf_Arjynaq1246378003.html,WWW Visit
01/02/2010 11:48:08,PC-3778,http://download.com/Hubert_Walter/valoignes/Wnzrf_Arfovgg381010126.htm,WWW Visit
01/02/2010 11:48:08,PC-3778,http://wikipedia.org/1995_Pacific_hurricane_season/dalila/Wnzrf_Arfovgg1881842779.htm,WWW Visit
01/02/2010 11:52:28,PC-3778,http://edmunds.com/RomanPersian_Wars/parthian/Wnzrf_Arfovgg1195322042.php,WWW Visit
01/02/2010 12:14:52,PC-3778,http://citysearch.com/Montreal_Screwjob/hebner/fhcreobjy583682739.aspx,WWW Visit
01/02/2010 12:18:22,PC-3778,http://citysearch.com/Montreal_Screwjob/hebner/fhcreobjy583682739.aspx,WWW Visit
01/02/2010 12:18:34,PC-3778,http://whitepages.com/Imagination_magazine/mahaffey/jrngure1048155211.asp,WWW Visit
01/02/2010 12:20:17,PC-3778,http://whitepages.com/Imagination_magazine/mahaffey/jrngure1048155211.asp,WWW Visit
01/02/2010 12:21:03,PC-3778,http://whitepages.com/Imagination_magazine/mahaffey/jrngure1048155211.asp,WWW Visit
01/02/2010 12:30:53,PC-3778,http://buzzfeed.com/Group_mathematics/abelian/ubyvqnlf1270328203.htm,WWW Visit
01/02/2010 12:31:07,PC-3778,http://buzzfeed.com/Group_mathematics/abelian/ubyvqnlf1270328203.htm,WWW Visit
01/02/2010 12:31:36,PC-3778,http://opendns.com/Hurricane_Irene_1999/batabano/1952_Jvagre_Bylzcvpf1145977661.aspx,WWW Visit
01/02/2010 13:26:11,PC-3778,http://citysearch.com/Montreal_Screwjob/hebner/fhcreobjy583682739.aspx,WWW Visit
01/02/2010 13:37:15,PC-3778,http://washingtonpost.com/Distributed_element_filter/stubs/Pncgnva_Fpneyrg_naq_gur_Zlfgrebaf246156398.html,WWW Visit
